CanonicalTerm,Synonyms,Definition,SourceDocs,SourceRefs,Notes,SourceCount
epistemic labeling,epistemic labels;labeling,"Every non-trivial claim is classified as FACT, ASSUMPTION, PROPOSAL, or TBD.;Every non-trivial claim produced by an agent is classified with one of four labels.;Framework labeling claims as FACT, ASSUMPTION, PROPOSAL, or TBD so epistemic status is visible.",SRC-DOCS-THESIS-00-FRONT-MATTER;SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK;SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE;SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE;SRC-DOCS-THESIS-09-DISCUSSION;SRC-DOCS-THESIS-10-CONCLUSION;SRC-DOCS-THESIS-README,@repo/docs/thesis/00_front_matter.md:L16|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/03_philosophical_framework.md:L45|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK.html#SEC-DG015-0005;@repo/docs/thesis/05_epistemic_architecture.md:L104|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0008;@repo/docs/thesis/05_epistemic_architecture.md:L106|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0008;@repo/docs/thesis/06_professional_practice.md:L165|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0018;@repo/docs/thesis/06_professional_practice.md:L187|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0020;@repo/docs/thesis/06_professional_practice.md:L285|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0033;@repo/docs/thesis/09_discussion.md:L17|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-09-DISCUSSION.html#SEC-DG021-0004;@repo/docs/thesis/09_discussion.md:L47|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-09-DISCUSSION.html#SEC-DG021-0008;@repo/docs/thesis/09_discussion.md:L58|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-09-DISCUSSION.html#SEC-DG021-0010;@repo/docs/thesis/10_conclusion.md:L17|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-10-CONCLUSION.html#SEC-DG022-0003;@repo/docs/thesis/10_conclusion.md:L33|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-10-CONCLUSION.html#SEC-DG022-0004;@repo/docs/thesis/10_conclusion.md:L45|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-10-CONCLUSION.html#SEC-DG022-0005;@repo/docs/thesis/README.md:L30|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-README.html#SEC-DG023-0004,"Observed label values: FACT, ASSUMPTION, PROPOSAL, TBD.",7
epistemic ontology,,"The formal ontology of the epistemology consists of six primitives: claim, warrant, status, gap, conflict, and ruling.;Six epistemic primitives and the warrant lifecycle as professional review constructs.",SRC-DOCS-THESIS-00-FRONT-MATTER;SRC-DOCS-THESIS-09-DISCUSSION,@repo/docs/thesis/00_front_matter.md:L18|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/00_front_matter.md:L26|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/09_discussion.md:L78|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-09-DISCUSSION.html#SEC-DG021-0013;@repo/docs/thesis/09_discussion.md:L80|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-09-DISCUSSION.html#SEC-DG021-0013;@repo/docs/thesis/09_discussion.md:L82|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-09-DISCUSSION.html#SEC-DG021-0013,,2
warrant lifecycle,UNWARRANTED;CITED;REVIEWED;AUTHENTICATED,"A lifecycle with states UNWARRANTED, CITED, REVIEWED, and AUTHENTICATED that tracks the epistemic state of claims interleaved with the deliverable production lifecycle.;UNWARRANTED to CITED to REVIEWED to AUTHENTICATED; tracks epistemic state of claims interleaved with the deliverable lifecycle.;The lifecycle that tracks the epistemic state of claims within a work product.;Lifecycle tracking the epistemic state of claims within a deliverable.;UNWARRANTED -> CITED -> REVIEWED -> AUTHENTICATED.;Claim lifecycle from unwarranted status through citation, review, and authentication.;UNWARRANTED to CITED to REVIEWED to AUTHENTICATED.;The four-state progression tracking the epistemic status of claims within a deliverable: UNWARRANTED → CITED → REVIEWED → AUTHENTICATED; interleaved with the deliverable production lifecycle.",SRC-DOCS-THESIS-00-FRONT-MATTER;SRC-DOCS-THESIS-01-INTRODUCTION;SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK;SRC-DOCS-THESIS-04-ARCHITECTURE;SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE;SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE;SRC-DOCS-THESIS-09-DISCUSSION;SRC-DOCS-THESIS-10-CONCLUSION;SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/00_front_matter.md:L18|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/00_front_matter.md:L26|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/01_introduction.md:L0041|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-01-INTRODUCTION.html#SEC-DG013-0004;@repo/docs/thesis/01_introduction.md:L0056|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-01-INTRODUCTION.html#SEC-DG013-0005;@repo/docs/thesis/03_philosophical_framework.md:L82|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK.html#SEC-DG015-0007;@repo/docs/thesis/03_philosophical_framework.md:L85|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK.html#SEC-DG015-0007;@repo/docs/thesis/04_architecture.md:L171|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-04-ARCHITECTURE.html#SEC-DG016-0017;@repo/docs/thesis/04_architecture.md:L174|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-04-ARCHITECTURE.html#SEC-DG016-0017;@repo/docs/thesis/05_epistemic_architecture.md:L7|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0002;@repo/docs/thesis/05_epistemic_architecture.md:L151|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0010;@repo/docs/thesis/06_professional_practice.md:L145|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0017;@repo/docs/thesis/09_discussion.md:L80|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-09-DISCUSSION.html#SEC-DG021-0013;@repo/docs/thesis/09_discussion.md:L103|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-09-DISCUSSION.html#SEC-DG021-0017;@repo/docs/thesis/10_conclusion.md:L21|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-10-CONCLUSION.html#SEC-DG022-0003;@repo/docs/thesis/glossary.md:L74|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §10.4,9
epistemic layer,,"The substrate formed by relationships among claim, warrant, status, gap, conflict, and ruling.",SRC-DOCS-THESIS-00-FRONT-MATTER,@repo/docs/thesis/00_front_matter.md:L18|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002,,1
professional accountability,,A higher-order accountability structure compactly described by the four pillars.,SRC-DOCS-THESIS-00-FRONT-MATTER;SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK,@repo/docs/thesis/00_front_matter.md:L16|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/00_front_matter.md:L18|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/03_philosophical_framework.md:L179|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK.html#SEC-DG015-0012;@repo/docs/thesis/03_philosophical_framework.md:L181|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK.html#SEC-DG015-0012,,2
constitutive gap,knowledge gap;gap,The space between chiral components of knowledge where professional judgment is enacted.;The space where professional judgment is enacted.,SRC-DOCS-THESIS-00-FRONT-MATTER;SRC-DOCS-THESIS-10-CONCLUSION,@repo/docs/thesis/00_front_matter.md:L18|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/00_front_matter.md:L26|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/10_conclusion.md:L21|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-10-CONCLUSION.html#SEC-DG022-0003,,2
chiral components of knowledge,claim and warrant;meaning and commitment;content and accountability,Components between which the constitutive gap lies.,SRC-DOCS-THESIS-00-FRONT-MATTER,@repo/docs/thesis/00_front_matter.md:L18|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002,,1
four-document production kit,professional work products,"Datasheet, Specification, Guidance, and Procedure.",SRC-DOCS-THESIS-00-FRONT-MATTER;SRC-DOCS-THESIS-01-INTRODUCTION,@repo/docs/thesis/00_front_matter.md:L20|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/00_front_matter.md:L26|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/01_introduction.md:L0041|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-01-INTRODUCTION.html#SEC-DG013-0004,,2
chirality of knowledge,chiral structure,"Knowledge has complementary, non-superimposable components whose pairing is what knowing means.;The structural property that knowledge is composed of complementary, non-superimposable components with a constitutive gap between them.;Chapter 3 claim that the appendix framework underlies.",SRC-DOCS-THESIS-00-FRONT-MATTER;SRC-DOCS-THESIS-10-CONCLUSION;SRC-DOCS-THESIS-APPENDIX-D-FRAMEWORK-S,@repo/docs/thesis/00_front_matter.md:L20|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/00_front_matter.md:L26|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/10_conclusion.md:L21|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-10-CONCLUSION.html#SEC-DG022-0003;@repo/docs/thesis/appendix_d_framework_s.md:L3|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-D-FRAMEWORK-S.html#SEC-DG026-0001,,3
APEGA practice standard,Relying on the Work of Others and Outsourcing,,SRC-DOCS-THESIS-00-FRONT-MATTER,@repo/docs/thesis/00_front_matter.md:L22|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/00_front_matter.md:L26|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002,,1
direct supervision and control,APEGA Section 3.1.1;directly supervised and controlled;APEGA section 3.1.1;direct supervision;supervision and control;supervision;Direct Supervision and Control,"An APEGA mechanism specified in terms of what the professional must do.;APEGA mechanism requiring periodic reviews to ensure resulting PWPs are accurate and reliable.;Directing, monitoring, and controlling engineering work throughout its lifespan, including all engineering decisions.;Directing, monitoring, and controlling engineering work throughout its lifespan, including making decisions related to engineering practice.;The standard of professional oversight under which a Licensed Professional takes personal responsibility for work performed by others or by automated tools, implying the ability to independently verify the outputs.",SRC-DOCS-THESIS-00-FRONT-MATTER;SRC-DOCS-THESIS-01-INTRODUCTION;SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK;SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE;SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE;SRC-DOCS-THESIS-10-CONCLUSION;SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING;SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/00_front_matter.md:L22|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/01_introduction.md:L0011|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-01-INTRODUCTION.html#SEC-DG013-0002;@repo/docs/thesis/03_philosophical_framework.md:L271|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK.html#SEC-DG015-0019;@repo/docs/thesis/05_epistemic_architecture.md:L21|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0003;@repo/docs/thesis/05_epistemic_architecture.md:L209|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0017;@repo/docs/thesis/06_professional_practice.md:L9|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0002;@repo/docs/thesis/06_professional_practice.md:L68|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0009;@repo/docs/thesis/06_professional_practice.md:L92|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0012;@repo/docs/thesis/10_conclusion.md:L19|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-10-CONCLUSION.html#SEC-DG022-0003;@repo/docs/thesis/10_conclusion.md:L43|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-10-CONCLUSION.html#SEC-DG022-0005;@repo/docs/thesis/appendix_c_apega_mapping.md:L5|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING.html#SEC-DG025-0001;@repo/docs/thesis/appendix_c_apega_mapping.md:L11|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING.html#SEC-DG025-0002;@repo/docs/thesis/appendix_c_apega_mapping.md:L136|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING.html#SEC-DG025-0011;@repo/docs/thesis/glossary.md:L23|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites DIRECTIVE.md §3.3,8
thorough review,APEGA Section 3.1.2;APEGA section 3.1.2;review;Thorough Review,"The operational process of auditing warrant sufficiency.;APEGA review mechanism requiring confirmation of reliability, accuracy, and validity of the work.;Evaluation of outputs sufficient to verify reliability, validity, and technical accuracy and accept professional responsibility.;The standard of professional scrutiny applied to engineering work product, requiring that the reviewing Licensed Professional independently assess the work to the degree necessary to accept responsibility for it.",SRC-DOCS-THESIS-00-FRONT-MATTER;SRC-DOCS-THESIS-01-INTRODUCTION;SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK;SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE;SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE;SRC-DOCS-THESIS-10-CONCLUSION;SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING;SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/00_front_matter.md:L22|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/01_introduction.md:L0011|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-01-INTRODUCTION.html#SEC-DG013-0002;@repo/docs/thesis/01_introduction.md:L0013|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-01-INTRODUCTION.html#SEC-DG013-0002;@repo/docs/thesis/03_philosophical_framework.md:L97|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK.html#SEC-DG015-0007;@repo/docs/thesis/03_philosophical_framework.md:L217|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK.html#SEC-DG015-0015;@repo/docs/thesis/03_philosophical_framework.md:L271|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-03-PHILOSOPHICAL-FRAMEWORK.html#SEC-DG015-0019;@repo/docs/thesis/05_epistemic_architecture.md:L23|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0003;@repo/docs/thesis/05_epistemic_architecture.md:L163|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0010;@repo/docs/thesis/05_epistemic_architecture.md:L207|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0017;@repo/docs/thesis/06_professional_practice.md:L9|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0002;@repo/docs/thesis/06_professional_practice.md:L68|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0009;@repo/docs/thesis/06_professional_practice.md:L143|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0017;@repo/docs/thesis/10_conclusion.md:L19|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-10-CONCLUSION.html#SEC-DG022-0003;@repo/docs/thesis/10_conclusion.md:L43|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-10-CONCLUSION.html#SEC-DG022-0005;@repo/docs/thesis/appendix_c_apega_mapping.md:L5|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING.html#SEC-DG025-0001;@repo/docs/thesis/appendix_c_apega_mapping.md:L52|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING.html#SEC-DG025-0006;@repo/docs/thesis/appendix_c_apega_mapping.md:L137|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING.html#SEC-DG025-0011;@repo/docs/thesis/glossary.md:L65|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites DIRECTIVE.md §3.3,8
agent instruction files,,,SRC-DOCS-THESIS-00-FRONT-MATTER,@repo/docs/thesis/00_front_matter.md:L24|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002,,1
deterministic tools,deterministic domain tools;domain tools;tool adapter,Computations come from deterministic tools rather than agent improvisation.,SRC-DOCS-THESIS-00-FRONT-MATTER;SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION;SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,@repo/docs/thesis/00_front_matter.md:L24|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/bigger-picture/CHIRALITY_PRD_Amendment_Domain_Engine_Integration.md:L69|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION.html#SEC-DG027-0004;@repo/docs/thesis/bigger-picture/CHIRALITY_PRD_Amendment_Domain_Engine_Integration.md:L183|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION.html#SEC-DG027-0019;@repo/docs/thesis/bigger-picture/CHIRALITY_PRD_Amendment_Domain_Engine_Integration.md:L206|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION.html#SEC-DG027-0023;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Bigger_Picture_Development_Plan.md:L51|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN.html#SEC-DG028-0003;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Bigger_Picture_Development_Plan.md:L126|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN.html#SEC-DG028-0006;@repo/docs/thesis/bigger-picture/Chirality_OpenPipeStress_Bigger_Picture_Development_Plan.md:L1644|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN.html#SEC-DG028-0173,Used as evidence and invocation boundary.;Computation-boundary term.,3
three-layer invariant system,formal invariants;invariant system,"A system with 39 formally stated invariants and four-layer enforcement.;Workflow design requirements, decomposition invariants, and system-wide invariants.;Decomposition invariants, workflow design requirements, and system-wide invariants.;R1-R9, I1-I10, and K-* with four-layer enforcement map",SRC-DOCS-THESIS-00-FRONT-MATTER;SRC-DOCS-THESIS-01-INTRODUCTION;SRC-DOCS-THESIS-07-SE-DESIGN-ANALYSIS;SRC-DOCS-THESIS-README,@repo/docs/thesis/00_front_matter.md:L24|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/00_front_matter.md:L26|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-00-FRONT-MATTER.html#SEC-DG012-0002;@repo/docs/thesis/01_introduction.md:L0027|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-01-INTRODUCTION.html#SEC-DG013-0003;@repo/docs/thesis/01_introduction.md:L0045|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-01-INTRODUCTION.html#SEC-DG013-0004;@repo/docs/thesis/01_introduction.md:L0055|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-01-INTRODUCTION.html#SEC-DG013-0005;@repo/docs/thesis/07_se_design_analysis.md:L0315|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-07-SE-DESIGN-ANALYSIS.html#SEC-DG019-0031;@repo/docs/thesis/07_se_design_analysis.md:L0317|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-07-SE-DESIGN-ANALYSIS.html#SEC-DG019-0031;@repo/docs/thesis/README.md:L34|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-README.html#SEC-DG023-0004,,4
